policy,country,status,explanation,source
Requires halal certification for pharmaceutical products.,Singapore,NO,"Singapore does not require halal certification for pharmaceutical products. Available sources indicate that while some ASEAN countries such as Malaysia and Indonesia are introducing mandatory halal certification for pharmaceuticals, these requirements do not apply in Singapore[5]. In Singapore, halal certification is primarily relevant for food, beverages, and other consumer goods. Halal certification for pharmaceuticals in Singapore remains voluntary and is not a legal or regulatory requirement[3][5].","https://halalwatch.us/everything-you-need-to-know-about-the-halal-pharmaceutical-industry/,https://halalmui.org/en/lppom-explained-the-halal-regulation-for-businesspeople-in-singapore/,https://certease.com/halal-certification-in-singapore/,https://apps.fas.usda.gov/newgainapi/api/report/downloadreportbyfilename?filename=Halal+in+Singapore+_Singapore_Singapore_3-28-2017.pdf,https://www.efpia.eu/media/412591/efpia-positionpaper-on-halal_final_5-dec-2018.pdf"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Singapore,PARTIAL,"Singapore does not specifically mandate the use of a 'red dot' symbol on prescription-only medicines (POM) at the national regulatory level according to Health Sciences Authority (HSA) regulations[1][3]. However, there is evidence in regional references and industry use referring to a 'red dot' or similar marking to distinguish POMs from over-the-counter medicines in pharmacy practice[2]. This practice is not stated as a national regulatory mandate in official Singaporean HSA guidelines or laws per the search results, so while such markings may be used in practice, they are not legally required by statute or nationwide regulation.","https://www.drewnapier.com/DrewNapier/media/DrewNapier/Drew-Napier-Life-Sciences-Regulation-in-Singapore-Overview.pdf,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.hsa.gov.sg/therapeutic-products/advertisements,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://www.cnb.gov.sg/drug-information/drugs-and-inhalants"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Singapore,NO,"Singapore does not target a marketing authorization (MA) approval timeline of six months or less for standard pharmaceutical products. According to recent and authoritative sources, the target processing timelines for drug registration in Singapore are: Full evaluation dossiers—processed within 270 working days (approx. 12 months), Abridged evaluation dossiers—processed within 120-240 working days (approx. 6-12 months), and Verification evaluation dossiers—processed within 60-120 working days (approx. 3-6 months). Most applications use the abridged or full route, resulting in typical timelines that exceed six months[3][1]. While the verification route can sometimes result in timelines below six months, this applies only to a small subset of products with prior approval from reference agencies, not the general case[3]. A survey of pharmaceutical industry players in Singapore reports average approval times of 12 to 22 months for MA applications overall[1], which is consistent with independent regulatory landscape reviews showing Singapore's mean approval times are closer to 400-500 days (13-16 months)[5].","https://www.sapi.org.sg/wp-content/uploads/2019/01/Fostering-IP-and-Innovation-for-Biopharmaceuticals.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC9734413/,https://www.pacificbridgemedical.com/uncategorized/singapore-drug-registration-a-comprehensive-guide/,https://www.hsa.gov.sg/docs/default-source/hprg-tpb/guidances/guidance-on-therapeutic-product-registration-in-singapore.pdf?sfvrsn=cd174383_52,https://cirsci.org/wp-content/uploads/2020/02/CIRS-RD-Briefing-72-Trends-in-the-regulatory-landscape-Asia.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Singapore,UNKNOWN,"The available search results confirm that Singapore has comprehensive national strategies and strong antimicrobial stewardship programs, with surveillance and optimization of antimicrobial use in hospitals being a key focus[1][2][3][5]. However, there is no explicit mention in the sources of statutory or regulatory hospital-only distribution restrictions for specific classes of antimicrobial pharmaceuticals. The sources detail efforts to control AMR predominantly in hospital settings and discuss stewardship, but do not clarify if certain antimicrobials are legally or formally restricted to hospital-only distribution. Therefore, based on current information, it cannot be confirmed that Singapore imposes such specific distribution restrictions.","https://www.ncid.sg/Health-Professionals/Pages/Antimicrobial-Resistance.aspx,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://rr-asia.woah.org/app/uploads/2020/03/singapore_singapore-national-strategic-action-plan-on-amr.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC2876746/,https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202021.pdf"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Singapore,YES,"Singapore publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products through its recurring 'One Health Report on Antimicrobial Utilisation and Resistance.' This report covers both AMR data and antimicrobial utilisation (sales and usage), integrating information from human healthcare, agriculture, food production, and environmental sectors[1][2][5]. The data are produced collaboratively by government agencies and are submitted to global surveillance systems (such as WHO GLASS), providing comprehensive insight into trends in resistance and antimicrobial consumption nationally, including pharmaceutical products[1][5].","https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202021.pdf,https://www.ncid.sg/Health-Professionals/Documents/One%20Health%20Report%20on%20Antimicrobial%20Utilisation%20and%20Resistance%202019.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6963657/,https://www.asianfisheriessociety.org/publication/downloadfile.php?id=1332&file=Y0dSbUx6QTBPREF4TWpnd01ERTJNRGc0T1RVeU1ESXVjR1Jt,https://www.cda.gov.sg/professionals/antimicrobial-resistance/amrco-nsap/"
Accepts the International Council for Harmonisation (ICH) Common Technical Document (CTD) format for innovator pharmaceutical product registrations.,Malaysia,YES,"Malaysia accepts the ICH Common Technical Document (CTD) format for innovator pharmaceutical product registrations, as the National Pharmaceutical Regulatory Agency (NPRA) requires registration dossiers to follow the ICH CTD or the ASEAN Common Technical Dossier (ACTD) format[1]. This acceptance applies to all types of pharmaceutical products, including innovator drugs, aligning Malaysian regulatory practice with international harmonization standards[1][3]. The NPRA’s procedures emulate international guidance and facilitate submissions using CTD format[2], ensuring that Malaysia is compatible with global pharmaceutical regulatory expectations for dossier structure and content.","https://www.rginsight.com/registration-of-drug-product-in-malaysia-2025,https://gabi-journal.net/regulation-of-biologics-in-malaysia.html,https://ijprajournal.com/issue_dcp/A%20Review%20Article%20on%20the%20Common%20Technical%20Document%20CTD%20Regulatory%20Dossier.pdf,https://www.ijpcbs.com/articles/comparative-study-of-regulatory-requirementsfor-the-compilation-and-approval-of-dossieras-per-ctd-actd-and-ectd-formats.pdf,https://jgtps.com/admin/uploads/zhg3fT.pdf"
Provides a fully digital online submission portal for pharmaceutical product marketing authorization applications.,Malaysia,YES,"Malaysia provides a fully digital online submission portal for pharmaceutical product marketing authorization applications. Applicants are required to apply online through the NPRA's QUEST3 platform for pharmaceutical registration, and licensing applications are also processed through the NPRA online portal[1][4]. The process is managed by the National Pharmaceutical Regulatory Agency (NPRA) and submissions, communications, and notifications are handled electronically[1][4][5].","https://www.pacificbridgemedical.com/regulatory-services/pharmaceutical/product-registration/malaysia-drug-registration-and-approval/,https://portal.mda.gov.my/index.php/announcement/1536-pengumuman-peralihan-kepada-proses-permohonan-pengkelasan-produk-secara-dalam-talian,https://prioocare.com/ultimate-guide-to-kkm-approval-in-malaysia/,https://www.azmilaw.com/insights/the-legal-framework-of-pharmaceutical-companies-in-malaysia/,https://www.npra.gov.my/index.php/en/"
Legally requires acceptance of another ASEAN Member State’s (AMS) Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers.,Malaysia,YES,"Malaysia is legally required to accept and recognize another ASEAN Member State’s Certificate of Good Manufacturing Practice (cGMP) for pharmaceutical manufacturers, provided the certificate is issued by the ASEAN Listed Inspection Services (LIS) as stipulated under the ASEAN Sectoral Mutual Recognition Arrangement (MRA) on GMP Inspection[2][3][4]. This requirement is specified in Article 8 (Obligations) of the MRA, which Malaysia signed in 2009, mandating mutual recognition of GMP certificates and avoiding duplication of inspections within ASEAN member states for finished medicinal products[2][4]. Malaysian regulatory guidance documents confirm implementation of this obligation through recognition of GMP evidence from ASEAN LIS[1][3].","https://npra.gov.my/easyarticles/images/users/1133/2023%20Mar/Guidance-Document---Foreign-GMP-Inspection_9th-Edition.pdf,https://globalforum.diaglobal.org/issue/march-2021/harmonization-of-gmp-inspection-and-benefits-to-asean-economic-community/,https://www.npra.gov.my/index.php/my/regulation-basic,https://gabi-journal.net/a-review-of-international-initiatives-on-pharmaceutical-regulatory-reliance-and-recognition.html,https://credevo.com/articles/2022/10/05/drug-registration-in-malaysia-regulatory-process-requirements/"
Permits stability data submission for pharmaceutical products at 25°C/60% relative humidity (RH) when supported by accelerated stability studies.,Malaysia,YES,"Malaysia allows submission of stability data at 25°C/60% RH, provided this is supported by accelerated (40°C/75% RH) stability studies, and this is in line with both the Malaysian Drug Registration Guidance Document and ASEAN Common Technical Requirements[1][5]. The submitted data should include long-term (25°C/60% RH) and accelerated data from batches manufactured at the proposed site; if deficiencies are found at accelerated conditions, the shelf life is based on long-term data[1][5]. Local guidelines primarily follow ICH/ASEAN standards, which permit this approach.","https://www.npra.gov.my/easyarticles/images/users/1153/drgd_appendices/APPENDIX-3-Guidelines-on-Registration-of-New-Drug-Products.pdf,https://www.rsc.org/suppdata/c5/ra/c5ra07716h/c5ra07716h1.pdf,https://credevo.com/articles/2022/10/05/drug-registration-in-malaysia-regulatory-process-requirements/,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-r2-stability-testing-new-drug-substances-and-products-step-5_en.pdf,https://asean.org/wp-content/uploads/2021/08/ASEAN-Common-Technical-Requirements-ACTR.pdf"
Allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing.,Malaysia,YES,"Malaysia allows the use of bracketing and matrixing study designs in pharmaceutical product stability testing, in line with ASEAN guidelines[4][3]. These reduced designs—where either the extremes of design factors (bracketing) or selected combinations (matrixing) are tested—are permitted to justify testing frequencies or sample variants, provided protocols and scientific rationale are clearly documented and justified in the registration dossier[4][3].","https://www.artixio.com/post/pharmaceutical-regulations-and-registration-in-malaysia,https://www.ema.europa.eu/en/documents/scientific-guideline/ich-q-1-d-bracketing-and-matrixing-designs-stability-testing-drug-substances-and-drug-products-step-5_en.pdf,https://www.pacificbridgemedical.com/ufaq/what-are-the-requirements-for-stability-studies-in-drug-registration-in-malaysia/,https://asean.org/wp-content/uploads/2017/09/ASEAN-Guidelines-on-Stability-and-Shelf-Life-HS-V1.0-with-disclaimer.pdf,https://siip.ac.in/wp-content/uploads/2021/04/stability-testing.pdf"
Requires halal certification for pharmaceutical products.,Malaysia,PARTIAL,"Malaysia does not require halal certification for all pharmaceutical products; it is only mandatory for products marketed and labeled as 'halal' or intended for halal-conscious consumers[2][4]. Prescription drugs (which contain scheduled poisons) are specifically excluded from mandatory halal certification, while over-the-counter medicines, supplements, and traditional medicines can be certified halal if producers seek it[2]. The official halal certification for pharmaceuticals is administered by JAKIM based on specific standards and guidelines[3], but it is not a blanket legal requirement for the pharmaceutical sector.","https://halalwatch.us/everything-you-need-to-know-about-the-halal-pharmaceutical-industry/,https://hrmars.com/papers_submitted/13210/halal-labelling-for-the-malaysian-pharmaceutical-products-a-legal-review.pdf,https://npra.gov.my/images/Drug-Registration-Guidance-Document/april-2015/Halal-Pharmaceuticals-Tajuddin.pdf,https://www.aseanbriefing.com/news/how-to-obtain-halal-certification-in-malaysia/,https://halalfoundation.org/insights/halal-pharmaceuticals-and-supplements-certification/"
Specifically mandates the use of a “red dot” symbol on prescription-only pharmaceutical products.,Malaysia,NO,"Malaysia does not specifically mandate the use of a 'red dot' symbol on prescription-only pharmaceutical products. The regulatory requirements instead focus on hologram security labels (Meditag™) on pharmaceutical product packaging to prevent counterfeit drugs, and the use of a MAL registration number for identification[1][5]. There is no official directive or guideline from Malaysia's Ministry of Health or NPRA requiring a 'red dot' symbol for prescription-only products in any of the referenced pharmaceutical labeling regulations[1][3][5].","http://www.mirandah.com/132-malaysia-enforces-pharmaceutical-labeling/,http://www.tsmia.or.th/RTD2022/Self-CARER_e-book_final.pdf,https://www.npra.gov.my/images/Guidelines_Central/appendix/APPENDIX_9_LABELLING_REQUIREMENTS.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC11882356/,https://prioocare.com/2025/05/22/kkm-product-verification-what-you-need-to-know/"
Targets an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products.,Malaysia,NO,"Malaysia does not target an average marketing authorization (MA) approval timeline of six months or less for pharmaceutical products. Multiple sources indicate that the typical approval timelines for new chemical entities and biologics are between 245 and 515 calendar days, with the median time for standard reviews being approximately 515 days, and priority medicines approved at about 50% faster, but still well above six months[2][4][5]. Even recent trends show Malaysia's average approval time as between 400-500 calendar days, significantly longer than six months[5].","https://www.freyrsolutions.com/what-is-the-pharmaceutical-products-approval-process-in-malaysia,https://pmc.ncbi.nlm.nih.gov/articles/PMC7458937/,https://gabionline.net/policies-legislation/npra-malaysia-trials-new-timelines-for-variation-applications,https://cirsci.org/wp-content/uploads/2020/05/Mohd-Sani-et-al-2020-Evaluation-of-Malaysia-regulatory-process-combined-with-correction.pdf,https://cirsci.org/wp-content/uploads/2020/02/CIRS-RD-Briefing-72-Trends-in-the-regulatory-landscape-Asia.pdf"
Imposes hospital-only distribution restrictions for certain classes of antimicrobial (AM) pharmaceutical products.,Malaysia,PARTIAL,"Malaysia imposes restrictions on the distribution and use of certain classes of antimicrobial pharmaceuticals within hospital settings, primarily through its Antimicrobial Stewardship Program (ASP) and formulary systems in public sector hospitals. Specific antimicrobial agents are designated as 'restricted' and require prior authorization for use, particularly in government hospitals[1][3]. However, there is no direct evidence from the cited sources that Malaysia enforces formal 'hospital-only' distribution, i.e., a strict legal or regulatory mandate allowing certain antimicrobials to be distributed exclusively to hospitals and not to community pharmacies or private sector environments. In the public sector, access to certain antimicrobials (including critical 'Reserve' antibiotics) is limited via the Ministry of Health (MOH) formulary, and practitioners in private sector settings face fewer restrictions[3]. Thus, while hospital-based restrictions and prescribing controls exist, explicit hospital-only distribution restrictions for antimicrobials as a legal or regulatory class-wide rule are not documented in the available sources.","https://pmc.ncbi.nlm.nih.gov/articles/PMC5017119/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9137524/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10762925/,https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0149623,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2021.718774/full"
Publishes national antimicrobial resistance (AMR) surveillance data related to pharmaceutical products.,Malaysia,YES,"Malaysia publishes national AMR surveillance data related to pharmaceutical products, primarily through the National Surveillance of Antibiotic Resistance (NSAR) reports. These reports analyze data from hospital microbiology laboratories across the country, tracking resistance patterns in clinical isolates and providing detailed statistics on antimicrobial resistance trends relevant to pharmaceuticals[1][2][5]. The NSAR is coordinated by the Institute for Medical Research under the Ministry of Health and has been operational for over two decades, with regular publication of surveillance data, most recently in 2023[1]. The program specifically covers resistance to antibiotics (pharmaceutical products) used in clinical settings, with data supporting public health action and policy development[1][2].","https://library.nih.gov.my/e-doc/imr/nsar-2023.pdf,https://www.dvs.gov.my/dvs/resources/user_1/2020/KAV/AMR/MyAP_AMR.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC10764260/,https://asean.org/wp-content/uploads/2023/02/Rapid-Assessment-of-the-Regulatory-Measures-in-Combating-Antimicrobial-Resistance-AMR-in-the-ASEAN-Region_-Feb-2023-OK-1.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC8573254/"
